,loss_train,acc_train,loss_val,acc_val
62,0.046600277117511725,"tensor(0.9828, device='cuda:0', dtype=torch.float64)",0.11667018235218711,"tensor(0.9590, device='cuda:0', dtype=torch.float64)"
63,0.04733311308413977,"tensor(0.9815, device='cuda:0', dtype=torch.float64)",0.10903507671365514,"tensor(0.9670, device='cuda:0', dtype=torch.float64)"
64,0.04579404097492806,"tensor(0.9830, device='cuda:0', dtype=torch.float64)",0.1046527776842704,"tensor(0.9640, device='cuda:0', dtype=torch.float64)"
65,0.0474346293284907,"tensor(0.9823, device='cuda:0', dtype=torch.float64)",0.11535949704912492,"tensor(0.9660, device='cuda:0', dtype=torch.float64)"
66,0.04778421241085744,"tensor(0.9815, device='cuda:0', dtype=torch.float64)",0.10465092438459396,"tensor(0.9650, device='cuda:0', dtype=torch.float64)"
67,0.046275811333296585,"tensor(0.9825, device='cuda:0', dtype=torch.float64)",0.09744986343523487,"tensor(0.9670, device='cuda:0', dtype=torch.float64)"
68,0.04495642193034291,"tensor(0.9835, device='cuda:0', dtype=torch.float64)",0.11615968981571495,"tensor(0.9600, device='cuda:0', dtype=torch.float64)"
69,0.04674577021683217,"tensor(0.9840, device='cuda:0', dtype=torch.float64)",0.11277190736774355,"tensor(0.9650, device='cuda:0', dtype=torch.float64)"
70,0.04392561772861518,"tensor(0.9835, device='cuda:0', dtype=torch.float64)",0.10457935508480296,"tensor(0.9610, device='cuda:0', dtype=torch.float64)"
71,0.04537142541614594,"tensor(0.9835, device='cuda:0', dtype=torch.float64)",0.09813716317247599,"tensor(0.9620, device='cuda:0', dtype=torch.float64)"
72,0.045976679876301205,"tensor(0.9848, device='cuda:0', dtype=torch.float64)",0.1162018596357666,"tensor(0.9620, device='cuda:0', dtype=torch.float64)"
73,0.04279228175151366,"tensor(0.9845, device='cuda:0', dtype=torch.float64)",0.11286481798626483,"tensor(0.9640, device='cuda:0', dtype=torch.float64)"
74,0.03978386437962763,"tensor(0.9853, device='cuda:0', dtype=torch.float64)",0.102349414806813,"tensor(0.9640, device='cuda:0', dtype=torch.float64)"
75,0.043047072227986066,"tensor(0.9828, device='cuda:0', dtype=torch.float64)",0.10866530048567802,"tensor(0.9640, device='cuda:0', dtype=torch.float64)"
76,0.04790315478207776,"tensor(0.9815, device='cuda:0', dtype=torch.float64)",0.1176809924034169,"tensor(0.9580, device='cuda:0', dtype=torch.float64)"
77,0.044460688566585305,"tensor(0.9838, device='cuda:0', dtype=torch.float64)",0.1065373627031222,"tensor(0.9610, device='cuda:0', dtype=torch.float64)"
78,0.043107682248781205,"tensor(0.9840, device='cuda:0', dtype=torch.float64)",0.12174177415808662,"tensor(0.9550, device='cuda:0', dtype=torch.float64)"
79,0.04432257680298062,"tensor(0.9830, device='cuda:0', dtype=torch.float64)",0.11543889198638499,"tensor(0.9600, device='cuda:0', dtype=torch.float64)"
80,0.04984182757051894,"tensor(0.9808, device='cuda:0', dtype=torch.float64)",0.10512612464372069,"tensor(0.9660, device='cuda:0', dtype=torch.float64)"
81,0.045218486733094324,"tensor(0.9825, device='cuda:0', dtype=torch.float64)",0.11668176871025934,"tensor(0.9600, device='cuda:0', dtype=torch.float64)"
82,0.04763891919987509,"tensor(0.9853, device='cuda:0', dtype=torch.float64)",0.12659996792115272,"tensor(0.9560, device='cuda:0', dtype=torch.float64)"
83,0.05205964984750608,"tensor(0.9813, device='cuda:0', dtype=torch.float64)",0.11346624941751361,"tensor(0.9590, device='cuda:0', dtype=torch.float64)"
84,0.045602357347554065,"tensor(0.9825, device='cuda:0', dtype=torch.float64)",0.09645322085538646,"tensor(0.9690, device='cuda:0', dtype=torch.float64)"
85,0.05380538581989822,"tensor(0.9835, device='cuda:0', dtype=torch.float64)",0.11447712074499578,"tensor(0.9620, device='cuda:0', dtype=torch.float64)"
86,0.04891487705672625,"tensor(0.9818, device='cuda:0', dtype=torch.float64)",0.11238225544453599,"tensor(0.9650, device='cuda:0', dtype=torch.float64)"
87,0.043932143695536066,"tensor(0.9838, device='cuda:0', dtype=torch.float64)",0.10969170689210296,"tensor(0.9560, device='cuda:0', dtype=torch.float64)"
